Datetime,时间_小时,时间_时段,光伏出力_kW,负荷消耗_kW,实时电价_元/kWh
2026-02-21 19:06:00,171.2167,10270,0,165.68,0.406
2026-02-21 19:07:00,171.2333,10271,1.17,158.92,0.398
2026-02-21 19:08:00,171.25,10272,5.82,170.24,0.412
2026-02-21 19:09:00,171.2667,10273,0,154.92,0.42
2026-02-21 19:10:00,171.2833,10274,0,160.17,0.423
2026-02-21 19:11:00,171.3,10275,0,167.86,0.42
2026-02-21 19:12:00,171.3167,10276,3.27,160.85,0.415
2026-02-21 19:13:00,171.3333,10277,0,165.83,0.41
2026-02-21 19:14:00,171.35,10278,0,160.34,0.418
2026-02-21 19:15:00,171.3667,10279,0,159.98,0.403
2026-02-21 19:16:00,171.3833,10280,0,163.29,0.436
2026-02-21 19:17:00,171.4,10281,0,144.89,0.415
2026-02-21 19:18:00,171.4167,10282,0,149.65,0.415
2026-02-21 19:19:00,171.4333,10283,0,138.09,0.412
2026-02-21 19:20:00,171.45,10284,5.18,152.15,0.427
2026-02-21 19:21:00,171.4667,10285,6,134.83,0.413
2026-02-21 19:22:00,171.4833,10286,0.74,148.86,0.426
2026-02-21 19:23:00,171.5,10287,0.87,136.82,0.415
2026-02-21 19:24:00,171.5167,10288,2.2,136.75,0.433
2026-02-21 19:25:00,171.5333,10289,0,139.58,0.445
2026-02-21 19:26:00,171.55,10290,0,143.2,0.43
2026-02-21 19:27:00,171.5667,10291,0,157.72,0.416
2026-02-21 19:28:00,171.5833,10292,1.27,160.58,0.431
2026-02-21 19:29:00,171.6,10293,5.93,155.9,0.43
2026-02-21 19:30:00,171.6167,10294,0,156.99,0.416
2026-02-21 19:31:00,171.6333,10295,5.37,151.58,0.439
2026-02-21 19:32:00,171.65,10296,0,158.01,0.429
2026-02-21 19:33:00,171.6667,10297,0,164.66,0.442
2026-02-21 19:34:00,171.6833,10298,2.04,151.81,0.427
2026-02-21 19:35:00,171.7,10299,4.86,154.43,0.421
2026-02-21 19:36:00,171.7167,10300,0,169.01,0.434
2026-02-21 19:37:00,171.7333,10301,0,156.54,0.416
2026-02-21 19:38:00,171.75,10302,4.04,166.64,0.436
2026-02-21 19:39:00,171.7667,10303,5.09,170.68,0.414
2026-02-21 19:40:00,171.7833,10304,4.65,170.88,0.42
2026-02-21 19:41:00,171.8,10305,0,159.07,0.424
2026-02-21 19:42:00,171.8167,10306,0,160.11,0.438
2026-02-21 19:43:00,171.8333,10307,0,176.69,0.446
2026-02-21 19:44:00,171.85,10308,4.49,157.19,0.427
2026-02-21 19:45:00,171.8667,10309,0,164.65,0.44
2026-02-21 19:46:00,171.8833,10310,0,162.07,0.425
2026-02-21 19:47:00,171.9,10311,0,163.11,0.423
2026-02-21 19:48:00,171.9167,10312,3.73,171.68,0.412
2026-02-21 19:49:00,171.9333,10313,0.97,170.42,0.445
2026-02-21 19:50:00,171.95,10314,2.82,180.64,0.437
2026-02-21 19:51:00,171.9667,10315,0,170.93,0.424
2026-02-21 19:52:00,171.9833,10316,2.86,158.49,0.439
2026-02-21 19:53:00,172,10317,0,171.26,0.428
2026-02-21 19:54:00,172.0167,10318,0,177,0.428
2026-02-21 19:55:00,172.0333,10319,0,173.41,0.436
2026-02-21 19:56:00,172.05,10320,0,176.71,0.447
2026-02-21 19:57:00,172.0667,10321,0,183.32,0.456
2026-02-21 19:58:00,172.0833,10322,0,188.72,0.456
2026-02-21 19:59:00,172.1,10323,0,179.89,0.44
2026-02-21 20:00:00,172.1167,10324,4.51,194.85,0.445
2026-02-21 20:01:00,172.1333,10325,3.53,185.48,0.449
2026-02-21 20:02:00,172.15,10326,0.51,186.47,0.456
2026-02-21 20:03:00,172.1667,10327,0,196.47,0.459
2026-02-21 20:04:00,172.1833,10328,0,198.57,0.453
2026-02-21 20:05:00,172.2,10329,0,199.3,0.45
2026-02-21 20:06:00,172.2167,10330,4.44,197.18,0.458
2026-02-21 20:07:00,172.2333,10331,0,191.07,0.464
2026-02-21 20:08:00,172.25,10332,4.89,199.19,0.471
2026-02-21 20:09:00,172.2667,10333,0,197.21,0.478
2026-02-21 20:10:00,172.2833,10334,0,196.51,0.474
2026-02-21 20:11:00,172.3,10335,3.99,201.3,0.469
2026-02-21 20:12:00,172.3167,10336,3.53,204.73,0.473
2026-02-21 20:13:00,172.3333,10337,3.63,201.31,0.476
2026-02-21 20:14:00,172.35,10338,1.03,190.18,0.469
2026-02-21 20:15:00,172.3667,10339,2.07,184.66,0.449
2026-02-21 20:16:00,172.3833,10340,4,189.77,0.464
2026-02-21 20:17:00,172.4,10341,5.06,189.86,0.431
2026-02-21 20:18:00,172.4167,10342,5.05,184.34,0.442
2026-02-21 20:19:00,172.4333,10343,1.39,184.84,0.452
2026-02-21 20:20:00,172.45,10344,0,167.84,0.453
2026-02-21 20:21:00,172.4667,10345,0,163.24,0.419
2026-02-21 20:22:00,172.4833,10346,3.55,177.4,0.424
2026-02-21 20:23:00,172.5,10347,0,163.73,0.434
2026-02-21 20:24:00,172.5167,10348,0,165.06,0.432
2026-02-21 20:25:00,172.5333,10349,0,172.17,0.449
2026-02-21 20:26:00,172.55,10350,0,162.87,0.433
2026-02-21 20:27:00,172.5667,10351,1.5,179.66,0.436
2026-02-21 20:28:00,172.5833,10352,5.12,181.98,0.448
2026-02-21 20:29:00,172.6,10353,0,180.2,0.429
2026-02-21 20:30:00,172.6167,10354,0,184.58,0.438
2026-02-21 20:31:00,172.6333,10355,0,179.36,0.437
2026-02-21 20:32:00,172.65,10356,1.53,181.21,0.44
2026-02-21 20:33:00,172.6667,10357,5.23,169.03,0.421
2026-02-21 20:34:00,172.6833,10358,1.9,183.57,0.444
2026-02-21 20:35:00,172.7,10359,0,184.89,0.434
2026-02-21 20:36:00,172.7167,10360,0,189.17,0.44
2026-02-21 20:37:00,172.7333,10361,0,185.45,0.442
2026-02-21 20:38:00,172.75,10362,3.99,174.56,0.422
2026-02-21 20:39:00,172.7667,10363,3.64,167.6,0.447
2026-02-21 20:40:00,172.7833,10364,3.02,177.38,0.432
2026-02-21 20:41:00,172.8,10365,0,184.12,0.448
2026-02-21 20:42:00,172.8167,10366,0,169.32,0.439
2026-02-21 20:43:00,172.8333,10367,0,169.59,0.425
2026-02-21 20:44:00,172.85,10368,3.46,185.03,0.445
2026-02-21 20:45:00,172.8667,10369,4.1,183.55,0.439
2026-02-21 20:46:00,172.8833,10370,2.74,182.47,0.425
2026-02-21 20:47:00,172.9,10371,0.38,180.37,0.433
2026-02-21 20:48:00,172.9167,10372,0,177.94,0.447
2026-02-21 20:49:00,172.9333,10373,5.54,175.81,0.433
2026-02-21 20:50:00,172.95,10374,5.16,188.88,0.42
2026-02-21 20:51:00,172.9667,10375,5.98,168.18,0.432
2026-02-21 20:52:00,172.9833,10376,5.21,185.68,0.418
2026-02-21 20:53:00,173,10377,4.97,182.34,0.435
2026-02-21 20:54:00,173.0167,10378,0,174.01,0.445
2026-02-21 20:55:00,173.0333,10379,0.39,184.5,0.448
2026-02-21 20:56:00,173.05,10380,2.39,164.68,0.426
2026-02-21 20:57:00,173.0667,10381,0,166.95,0.439
2026-02-21 20:58:00,173.0833,10382,0,180.83,0.44
2026-02-21 20:59:00,173.1,10383,0,166.58,0.417
2026-02-21 21:00:00,173.1167,10384,0,161.26,0.418
2026-02-21 21:01:00,173.1333,10385,5.84,170.22,0.417
2026-02-21 21:02:00,173.15,10386,0,167.02,0.442
2026-02-21 21:03:00,173.1667,10387,5.91,176.28,0.451
2026-02-21 21:04:00,173.1833,10388,0.75,164.31,0.446
2026-02-21 21:05:00,173.2,10389,0,179.44,0.423
2026-02-21 21:06:00,173.2167,10390,5.82,178.24,0.429
2026-02-21 21:07:00,173.2333,10391,0,160.05,0.42
2026-02-21 21:08:00,173.25,10392,4.97,163.87,0.432
2026-02-21 21:09:00,173.2667,10393,0,160.51,0.449
2026-02-21 21:10:00,173.2833,10394,0,177.89,0.444
2026-02-21 21:11:00,173.3,10395,0,175.77,0.43
2026-02-21 21:12:00,173.3167,10396,0,179.61,0.414
2026-02-21 21:13:00,173.3333,10397,0,184.14,0.436
2026-02-21 21:14:00,173.35,10398,0,185.11,0.434
2026-02-21 21:15:00,173.3667,10399,5.81,175.08,0.413
2026-02-21 21:16:00,173.3833,10400,0,177.39,0.427
2026-02-21 21:17:00,173.4,10401,0,184.31,0.431
2026-02-21 21:18:00,173.4167,10402,0,202.26,0.42
2026-02-21 21:19:00,173.4333,10403,1.11,183.65,0.423
2026-02-21 21:20:00,173.45,10404,2.18,195.93,0.439
2026-02-21 21:21:00,173.4667,10405,0,197.84,0.434
2026-02-21 21:22:00,173.4833,10406,0,208.11,0.439
2026-02-21 21:23:00,173.5,10407,0,201.67,0.412
2026-02-21 21:24:00,173.5167,10408,0,196.74,0.421
2026-02-21 21:25:00,173.5333,10409,0,216.79,0.408
2026-02-21 21:26:00,173.55,10410,3.74,213.38,0.432
2026-02-21 21:27:00,173.5667,10411,0,206.28,0.429
2026-02-21 21:28:00,173.5833,10412,4.81,210.29,0.435
2026-02-21 21:29:00,173.6,10413,0,215.62,0.426
2026-02-21 21:30:00,173.6167,10414,0,200.32,0.409
2026-02-21 21:31:00,173.6333,10415,0,217.29,0.418
2026-02-21 21:32:00,173.65,10416,0,207.57,0.429
2026-02-21 21:33:00,173.6667,10417,0,215.82,0.433
2026-02-21 21:34:00,173.6833,10418,0,198.96,0.43
2026-02-21 21:35:00,173.7,10419,0,212.17,0.423
2026-02-21 21:36:00,173.7167,10420,0.39,202.91,0.427
2026-02-21 21:37:00,173.7333,10421,2.43,213.12,0.434
2026-02-21 21:38:00,173.75,10422,0,206.4,0.417
2026-02-21 21:39:00,173.7667,10423,12.15,220.48,0.44
2026-02-21 21:40:00,173.7833,10424,27.87,201.02,0.423
2026-02-21 21:41:00,173.8,10425,27.93,213.12,0.437
2026-02-21 21:42:00,173.8167,10426,47.6,203,0.437
2026-02-21 21:43:00,173.8333,10427,54.11,216.32,0.424
2026-02-21 21:44:00,173.85,10428,56.73,222.19,0.432
2026-02-21 21:45:00,173.8667,10429,72.46,222.12,0.416
2026-02-21 21:46:00,173.8833,10430,78.15,223.1,0.438
2026-02-21 21:47:00,173.9,10431,79.63,220.9,0.411
2026-02-21 21:48:00,173.9167,10432,97.19,215.4,0.415
2026-02-21 21:49:00,173.9333,10433,107.88,220.18,0.42
2026-02-21 21:50:00,173.95,10434,120.97,227.04,0.427
2026-02-21 21:51:00,173.9667,10435,147.97,230.61,0.414
2026-02-21 21:52:00,173.9833,10436,155.71,230.62,0.429
2026-02-21 21:53:00,174,10437,163.57,217.69,0.42
2026-02-21 21:54:00,174.0167,10438,164.34,225.13,0.406
2026-02-21 21:55:00,174.0333,10439,173.61,221.34,0.412
2026-02-21 21:56:00,174.05,10440,170.04,222.19,0.426
2026-02-21 21:57:00,174.0667,10441,176.98,214.24,0.429
2026-02-21 21:58:00,174.0833,10442,179.63,224.34,0.406
2026-02-21 21:59:00,174.1,10443,176.35,216.24,0.418
2026-02-21 22:00:00,174.1167,10444,175.28,223.86,0.402
2026-02-21 22:01:00,174.1333,10445,169.06,218.71,0.404
2026-02-21 22:02:00,174.15,10446,163.1,225.07,0.408
2026-02-21 22:03:00,174.1667,10447,161.74,205.26,0.412
2026-02-21 22:04:00,174.1833,10448,157.38,222.25,0.413
2026-02-21 22:05:00,174.2,10449,160.53,220.19,0.426
2026-02-21 22:06:00,174.2167,10450,162.89,216.36,0.432
2026-02-21 22:07:00,174.2333,10451,180.86,203.2,0.439
2026-02-21 22:08:00,174.25,10452,194.04,217.77,0.441
2026-02-21 22:09:00,174.2667,10453,189.07,215.26,0.417
2026-02-21 22:10:00,174.2833,10454,196.98,220.93,0.419
2026-02-21 22:11:00,174.3,10455,189.91,211.93,0.407
2026-02-21 22:12:00,174.3167,10456,186.41,215.05,0.433
2026-02-21 22:13:00,174.3333,10457,197.83,218.22,0.42
2026-02-21 22:14:00,174.35,10458,193.22,232.25,0.405
2026-02-21 22:15:00,174.3667,10459,193.98,235.53,0.433
2026-02-21 22:16:00,174.3833,10460,187.83,250.45,0.435
2026-02-21 22:17:00,174.4,10461,183.86,247.11,0.434
2026-02-21 22:18:00,174.4167,10462,179.94,250.79,0.424
2026-02-21 22:19:00,174.4333,10463,174.87,263.12,0.419
2026-02-21 22:20:00,174.45,10464,166.93,247.55,0.429
2026-02-21 22:21:00,174.4667,10465,161.44,267.61,0.418
2026-02-21 22:22:00,174.4833,10466,168.78,259.36,0.433
2026-02-21 22:23:00,174.5,10467,181.41,272.98,0.412
2026-02-21 22:24:00,174.5167,10468,193.08,270.69,0.414
2026-02-21 22:25:00,174.5333,10469,200.41,259.79,0.426
2026-02-21 22:26:00,174.55,10470,198.52,257.65,0.42
2026-02-21 22:27:00,174.5667,10471,209.15,260.36,0.438
2026-02-21 22:28:00,174.5833,10472,203.74,264.7,0.409
2026-02-21 22:29:00,174.6,10473,213.22,246.88,0.409
2026-02-21 22:30:00,174.6167,10474,212.16,248.55,0.408
2026-02-21 22:31:00,174.6333,10475,217.86,255.12,0.412
2026-02-21 22:32:00,174.65,10476,213.87,244.45,0.434
2026-02-21 22:33:00,174.6667,10477,215.32,253.09,0.425
2026-02-21 22:34:00,174.6833,10478,213.45,236.18,0.42
2026-02-21 22:35:00,174.7,10479,211.28,251.45,0.437
2026-02-21 22:36:00,174.7167,10480,203.76,247.83,0.442
2026-02-21 22:37:00,174.7333,10481,199.19,232.77,0.435
2026-02-21 22:38:00,174.75,10482,199.7,248.33,0.44
2026-02-21 22:39:00,174.7667,10483,204.13,250.33,0.432
2026-02-21 22:40:00,174.7833,10484,211.15,242.41,0.434
2026-02-21 22:41:00,174.8,10485,226.23,260.05,0.426
2026-02-21 22:42:00,174.8167,10486,238.19,262,0.44
2026-02-21 22:43:00,174.8333,10487,229.42,270.35,0.455
2026-02-21 22:44:00,174.85,10488,234.87,262.83,0.433
2026-02-21 22:45:00,174.8667,10489,236.95,274.92,0.449
2026-02-21 22:46:00,174.8833,10490,240.75,276.66,0.46
2026-02-21 22:47:00,174.9,10491,236.92,270.17,0.461
2026-02-21 22:48:00,174.9167,10492,243.21,284.16,0.439
2026-02-21 22:49:00,174.9333,10493,241.14,297.99,0.442
2026-02-21 22:50:00,174.95,10494,235.17,286.23,0.44
2026-02-21 22:51:00,174.9667,10495,230.8,296.35,0.467
2026-02-21 22:52:00,174.9833,10496,217.93,303.68,0.464
2026-02-21 22:53:00,175,10497,211.11,299.84,0.447
2026-02-21 22:54:00,175.0167,10498,204.56,304.02,0.468
2026-02-21 22:55:00,175.0333,10499,208.12,325.61,0.447
2026-02-21 22:56:00,175.05,10500,211.55,310.04,0.438
2026-02-21 22:57:00,175.0667,10501,229.48,317.6,0.452
2026-02-21 22:58:00,175.0833,10502,240.22,336.57,0.428
2026-02-21 22:59:00,175.1,10503,250.27,327.64,0.425
2026-02-21 23:00:00,175.1167,10504,252.55,336.23,0.443
2026-02-21 23:01:00,175.1333,10505,250.13,335.59,0.423
2026-02-21 23:02:00,175.15,10506,251.76,358.02,0.441
2026-02-21 23:03:00,175.1667,10507,260.35,349.66,0.407
2026-02-21 23:04:00,175.1833,10508,261.56,350.64,0.42
2026-02-21 23:05:00,175.2,10509,257.69,356.99,0.406
2026-02-21 23:06:00,175.2167,10510,267.18,365.11,0.428
2026-02-21 23:07:00,175.2333,10511,261.95,368.26,0.404
2026-02-21 23:08:00,175.25,10512,255.84,389.16,0.39
2026-02-21 23:09:00,175.2667,10513,239.03,383.95,0.411
2026-02-21 23:10:00,175.2833,10514,237.15,365.79,0.42
2026-02-21 23:11:00,175.3,10515,231.67,372.91,0.405
2026-02-21 23:12:00,175.3167,10516,234.86,375.31,0.415
2026-02-21 23:13:00,175.3333,10517,233.29,351.91,0.409
2026-02-21 23:14:00,175.35,10518,245.29,367.46,0.431
2026-02-21 23:15:00,175.3667,10519,263.44,349.51,0.42
2026-02-21 23:16:00,175.3833,10520,275.63,363.26,0.408
2026-02-21 23:17:00,175.4,10521,278.29,359.82,0.417
2026-02-21 23:18:00,175.4167,10522,278.19,337.86,0.44
2026-02-21 23:19:00,175.4333,10523,276.54,350.37,0.419
2026-02-21 23:20:00,175.45,10524,282.61,338.64,0.417
2026-02-21 23:21:00,175.4667,10525,280.77,334.17,0.424
2026-02-21 23:22:00,175.4833,10526,280.98,335.44,0.447
2026-02-21 23:23:00,175.5,10527,285.66,324.91,0.427
2026-02-21 23:24:00,175.5167,10528,288.46,341.53,0.446
2026-02-21 23:25:00,175.5333,10529,280.17,328.95,0.45
2026-02-21 23:26:00,175.55,10530,272.26,330.93,0.45
2026-02-21 23:27:00,175.5667,10531,265.63,330.93,0.451
2026-02-21 23:28:00,175.5833,10532,257.29,338,0.414
2026-02-21 23:29:00,175.6,10533,260.89,352.54,0.43
2026-02-21 23:30:00,175.6167,10534,272.4,359.83,0.442
2026-02-21 23:31:00,175.6333,10535,288.73,354.66,0.438
2026-02-21 23:32:00,175.65,10536,301.98,352.01,0.415
2026-02-21 23:33:00,175.6667,10537,322.42,352.34,0.42
2026-02-21 23:34:00,175.6833,10538,331.88,352.36,0.429
2026-02-21 23:35:00,175.7,10539,330.3,370.12,0.404
2026-02-21 23:36:00,175.7167,10540,333.74,371.62,0.407
2026-02-21 23:37:00,175.7333,10541,345.2,381.85,0.404
2026-02-21 23:38:00,175.75,10542,345.31,378.93,0.404
2026-02-21 23:39:00,175.7667,10543,344.05,382.83,0.45
2026-02-21 23:40:00,175.7833,10544,341.86,372.06,0.487
2026-02-21 23:41:00,175.8,10545,348,380.81,0.516
2026-02-21 23:42:00,175.8167,10546,331.39,390.62,0.541
2026-02-21 23:43:00,175.8333,10547,313.32,390.61,0.555
2026-02-21 23:44:00,175.85,10548,304.55,391.75,0.594
2026-02-21 23:45:00,175.8667,10549,285.69,396.51,0.613
2026-02-21 23:46:00,175.8833,10550,289.41,399.21,0.64
2026-02-21 23:47:00,175.9,10551,298.45,410.83,0.673
2026-02-21 23:48:00,175.9167,10552,302.6,409.5,0.714
2026-02-21 23:49:00,175.9333,10553,321.84,423.27,0.728
2026-02-21 23:50:00,175.95,10554,344.33,416.17,0.774
2026-02-21 23:51:00,175.9667,10555,332.62,425.22,0.776
2026-02-21 23:52:00,175.9833,10556,334.21,412.15,0.812
2026-02-21 23:53:00,176,10557,340.61,417.93,0.853
2026-02-21 23:54:00,176.0167,10558,335.34,436.32,0.867
2026-02-21 23:55:00,176.0333,10559,334.25,430.12,0.861
2026-02-21 23:56:00,176.05,10560,342.37,425.99,0.842
2026-02-21 23:57:00,176.0667,10561,339.51,434.95,0.847
2026-02-21 23:58:00,176.0833,10562,340.43,432.88,0.851
2026-02-21 23:59:00,176.1,10563,329.94,431.04,0.858
2026-02-22 00:00:00,176.1167,10564,308.67,435.52,0.883
2026-02-22 00:01:00,176.1333,10565,297.28,442,0.87
2026-02-22 00:02:00,176.15,10566,285.53,441.99,0.878
2026-02-22 00:03:00,176.1667,10567,292.25,434.33,0.874
2026-02-22 00:04:00,176.1833,10568,300.32,439.09,0.878
2026-02-22 00:05:00,176.2,10569,307.36,434.25,0.883
2026-02-22 00:06:00,176.2167,10570,327.16,432.33,0.885
2026-02-22 00:07:00,176.2333,10571,342.55,444.68,0.886
2026-02-22 00:08:00,176.25,10572,347.56,433.37,0.891
2026-02-22 00:09:00,176.2667,10573,341.49,439.84,0.874
2026-02-22 00:10:00,176.2833,10574,354.76,437.99,0.888
2026-02-22 00:11:00,176.3,10575,359.01,439.3,0.871
2026-02-22 00:12:00,176.3167,10576,352.58,437.8,0.893
2026-02-22 00:13:00,176.3333,10577,361.3,434.56,0.871
2026-02-22 00:14:00,176.35,10578,361.56,430.23,0.887
2026-02-22 00:15:00,176.3667,10579,363.9,434.93,0.889
2026-02-22 00:16:00,176.3833,10580,356.67,416.29,0.867
2026-02-22 00:17:00,176.4,10581,339.21,422.23,0.889
2026-02-22 00:18:00,176.4167,10582,330.05,415.08,0.878
2026-02-22 00:19:00,176.4333,10583,329.55,433.2,0.885
2026-02-22 00:20:00,176.45,10584,325.42,422.25,0.852
2026-02-22 00:21:00,176.4667,10585,346.02,431.7,0.872
2026-02-22 00:22:00,176.4833,10586,357.1,426.48,0.846
2026-02-22 00:23:00,176.5,10587,386.27,420.5,0.878
2026-02-22 00:24:00,176.5167,10588,401.62,429.68,0.859
2026-02-22 00:25:00,176.5333,10589,400.83,424.64,0.87
2026-02-22 00:26:00,176.55,10590,396.35,430.22,0.874
2026-02-22 00:27:00,176.5667,10591,399.67,434.94,0.842
2026-02-22 00:28:00,176.5833,10592,397.06,436.24,0.863
2026-02-22 00:29:00,176.6,10593,390.87,446.49,0.867
2026-02-22 00:30:00,176.6167,10594,386.41,463.23,0.844
2026-02-22 00:31:00,176.6333,10595,389.69,446.79,0.847
2026-02-22 00:32:00,176.65,10596,392.07,463.67,0.834
2026-02-22 00:33:00,176.6667,10597,374.35,459.93,0.846
2026-02-22 00:34:00,176.6833,10598,353.29,474.36,0.827
2026-02-22 00:35:00,176.7,10599,336.32,466.1,0.846
2026-02-22 00:36:00,176.7167,10600,322.93,481.58,0.84
2026-02-22 00:37:00,176.7333,10601,329.05,487.37,0.853
2026-02-22 00:38:00,176.75,10602,330.91,487.73,0.821
2026-02-22 00:39:00,176.7667,10603,346.29,497.21,0.838
2026-02-22 00:40:00,176.7833,10604,373.28,495.13,0.822
2026-02-22 00:41:00,176.8,10605,387.6,485.65,0.825
2026-02-22 00:42:00,176.8167,10606,390.44,490.52,0.827
2026-02-22 00:43:00,176.8333,10607,395.3,479.93,0.841
2026-02-22 00:44:00,176.85,10608,400.12,470.06,0.852
2026-02-22 00:45:00,176.8667,10609,405.99,479.3,0.821
2026-02-22 00:46:00,176.8833,10610,407.58,481.06,0.825
2026-02-22 00:47:00,176.9,10611,408.4,463.87,0.83
2026-02-22 00:48:00,176.9167,10612,412.27,474.73,0.844
2026-02-22 00:49:00,176.9333,10613,423.48,462.78,0.852
2026-02-22 00:50:00,176.95,10614,411.77,462.7,0.854
2026-02-22 00:51:00,176.9667,10615,390.83,468.63,0.837
2026-02-22 00:52:00,176.9833,10616,378.42,448.32,0.834
2026-02-22 00:53:00,177,10617,365.42,449,0.842
2026-02-22 00:54:00,177.0167,10618,364.89,463.11,0.859
2026-02-22 00:55:00,177.0333,10619,381.38,470.11,0.86
2026-02-22 00:56:00,177.05,10620,387.31,459.73,0.845
2026-02-22 00:57:00,177.0667,10621,403.93,473.05,0.846
2026-02-22 00:58:00,177.0833,10622,422.6,478.64,0.86
2026-02-22 00:59:00,177.1,10623,426.49,479.2,0.843
2026-02-22 01:00:00,177.1167,10624,419.47,488.01,0.874
2026-02-22 01:01:00,177.1333,10625,417.98,473.74,0.859
2026-02-22 01:02:00,177.15,10626,418.91,480.98,0.876
2026-02-22 01:03:00,177.1667,10627,421.08,497.72,0.86
2026-02-22 01:04:00,177.1833,10628,416.61,498.23,0.875
2026-02-22 01:05:00,177.2,10629,412.26,500.55,0.86
2026-02-22 01:06:00,177.2167,10630,411.89,494.63,0.879
2026-02-22 01:07:00,177.2333,10631,394.42,499.17,0.875
2026-02-22 01:08:00,177.25,10632,368.1,510.24,0.865
2026-02-22 01:09:00,177.2667,10633,352.49,506.32,0.883
2026-02-22 01:10:00,177.2833,10634,351.87,489.78,0.885
2026-02-22 01:11:00,177.3,10635,354.79,499.37,0.875
2026-02-22 01:12:00,177.3167,10636,366.95,492.44,0.86
2026-02-22 01:13:00,177.3333,10637,383.4,485.47,0.865
2026-02-22 01:14:00,177.35,10638,401.09,493.99,0.871
2026-02-22 01:15:00,177.3667,10639,425.8,473.21,0.856
2026-02-22 01:16:00,177.3833,10640,431.27,480.75,0.853
2026-02-22 01:17:00,177.4,10641,424.84,477.18,0.849
2026-02-22 01:18:00,177.4167,10642,429.03,458.18,0.864
2026-02-22 01:19:00,177.4333,10643,429.24,454.8,0.859
2026-02-22 01:20:00,177.45,10644,438.04,464.81,0.864
2026-02-22 01:21:00,177.4667,10645,434.25,457.08,0.86
2026-02-22 01:22:00,177.4833,10646,438.23,439.92,0.838
2026-02-22 01:23:00,177.5,10647,445.03,443.65,0.826
2026-02-22 01:24:00,177.5167,10648,423.41,450.77,0.844
2026-02-22 01:25:00,177.5333,10649,407.72,444.3,0.837
2026-02-22 01:26:00,177.55,10650,399.52,446.13,0.863
2026-02-22 01:27:00,177.5667,10651,389.48,470.17,0.849
2026-02-22 01:28:00,177.5833,10652,386.73,466.66,0.837
2026-02-22 01:29:00,177.6,10653,405.68,467.55,0.854
2026-02-22 01:30:00,177.6167,10654,423.53,480.6,0.868
2026-02-22 01:31:00,177.6333,10655,448.57,481.3,0.857
2026-02-22 01:32:00,177.65,10656,473.29,484.19,0.847
2026-02-22 01:33:00,177.6667,10657,482.09,496.69,0.867
2026-02-22 01:34:00,177.6833,10658,488.35,479.12,0.868
2026-02-22 01:35:00,177.7,10659,483.54,503.6,0.865
2026-02-22 01:36:00,177.7167,10660,494.87,505.98,0.875
2026-02-22 01:37:00,177.7333,10661,494.81,505.54,0.846
2026-02-22 01:38:00,177.75,10662,491.46,518.12,0.882
2026-02-22 01:39:00,177.7667,10663,498.25,509.67,0.896
2026-02-22 01:40:00,177.7833,10664,504.13,485.03,0.908
2026-02-22 01:41:00,177.8,10665,480.58,481.01,0.931
2026-02-22 01:42:00,177.8167,10666,463.32,490.27,0.979
2026-02-22 01:43:00,177.8333,10667,437.45,480.24,1.017
2026-02-22 01:44:00,177.85,10668,433.42,455.57,1.049
2026-02-22 01:45:00,177.8667,10669,432.53,459.58,1.066
2026-02-22 01:46:00,177.8833,10670,450.8,445.18,1.097
2026-02-22 01:47:00,177.9,10671,469.79,436.09,1.102
2026-02-22 01:48:00,177.9167,10672,501.54,427.4,1.154
2026-02-22 01:49:00,177.9333,10673,520.82,440.54,1.181
2026-02-22 01:50:00,177.95,10674,522.91,411.19,1.217
2026-02-22 01:51:00,177.9667,10675,520.65,419.99,1.227
2026-02-22 01:52:00,177.9833,10676,525.09,402.88,1.266
2026-02-22 01:53:00,178,10677,530.55,402.64,1.279
2026-02-22 01:54:00,178.0167,10678,536.02,389.47,1.283
2026-02-22 01:55:00,178.0333,10679,534.82,396.86,1.268
2026-02-22 01:56:00,178.05,10680,530.43,406.88,1.294
2026-02-22 01:57:00,178.0667,10681,535.57,400.34,1.276
2026-02-22 01:58:00,178.0833,10682,512.69,389.19,1.278
2026-02-22 01:59:00,178.1,10683,485.47,403.19,1.26
2026-02-22 02:00:00,178.1167,10684,461.87,383.62,1.272
2026-02-22 02:01:00,178.1333,10685,454.64,396.13,1.27
2026-02-22 02:02:00,178.15,10686,451.98,395.06,1.271
2026-02-22 02:03:00,178.1667,10687,464.46,382.49,1.276
2026-02-22 02:04:00,178.1833,10688,485.4,376.93,1.28
2026-02-22 02:05:00,178.2,10689,514.1,388.02,1.247
2026-02-22 02:06:00,178.2167,10690,535.16,375.95,1.268
2026-02-22 02:07:00,178.2333,10691,537.73,376.7,1.275
2026-02-22 02:08:00,178.25,10692,532.82,384.71,1.256
2026-02-22 02:09:00,178.2667,10693,529.02,390.58,1.278
2026-02-22 02:10:00,178.2833,10694,534.24,387.03,1.286
2026-02-22 02:11:00,178.3,10695,531.2,390.08,1.289
2026-02-22 02:12:00,178.3167,10696,531.85,392.09,1.301
2026-02-22 02:13:00,178.3333,10697,532.39,387.6,1.308
2026-02-22 02:14:00,178.35,10698,536.71,375.06,1.301
2026-02-22 02:15:00,178.3667,10699,509.59,390.33,1.312
2026-02-22 02:16:00,178.3833,10700,488.3,384.81,1.309
2026-02-22 02:17:00,178.4,10701,467.36,381.23,1.319
2026-02-22 02:18:00,178.4167,10702,462.27,381.81,1.339
